User,Link,Clasificador1,Clasificador2,Clasificador3
LinaresGioandre,https://twitter.com/LinaresGioandre,Chavista,Chavista,Chavista
ddhhsucre1,https://twitter.com/ddhhsucre1,Chavista,Chavista,Chavista
laquehablaclaro,https://twitter.com/laquehablaclaro,Chavista,Chavista,Chavista
luisjimenezg,https://twitter.com/luisjimenezg,Oposición,Oposición,Oposición
yennyrejesed1,https://twitter.com/yennyrejesed1,Chavista,Chavista,Chavista
angelitovar,https://twitter.com/angelitovar,Chavista,Chavista,Chavista
ileanaypunto,https://twitter.com/ileanaypunto,Chavista,Chavista,Chavista
MairyVillarroel,https://twitter.com/MairyVillarroel,Oposición,Oposición,Oposición
AlejandroIPASME,https://twitter.com/AlejandroIPASME,Chavista,Chavista,Chavista
arroyoedgar10,https://twitter.com/arroyoedgar10,Chavista,Chavista,Chavista
Im_Socialist,https://twitter.com/Im_Socialist,Chavista,Chavista,Chavista
antoraface,https://twitter.com/antoraface,Chavista,Chavista,Chavista
mjprsaragua,https://twitter.com/mjprsaragua,Chavista,Chavista,Chavista
EllaMandragora,https://twitter.com/EllaMandragora,Chavista,Chavista,Chavista
elnegrojulio,https://twitter.com/elnegrojulio,Ninguno,Ninguno,Ninguno
AliexerV,https://twitter.com/AliexerV,Chavista,Chavista,Chavista
rpkampuchea,https://twitter.com/rpkampuchea,Chavista,Chavista,Chavista
JulioBorjesPJus,https://twitter.com/JulioBorjesPJus,Chavista,Chavista,Chavista
gustaury,https://twitter.com/gustaury,Chavista,Chavista,Chavista
stell35,https://twitter.com/stell35,Ninguno,Ninguno,Ninguno
jeoffreyali,https://twitter.com/jeoffreyali,Chavista,Chavista,Chavista
CharmeAlexandre,https://twitter.com/CharmeAlexandre,Oposición,Oposición,Oposición
lirixi,https://twitter.com/lirixi,Chavista,Chavista,Chavista
RaudelRoque,https://twitter.com/RaudelRoque,Chavista,Chavista,Chavista
KennyDesiree,https://twitter.com/KennyDesiree,Chavista,Chavista,Chavista
Samariluz13,https://twitter.com/Samariluz13,Oposición,Oposición,Oposición
Yanethcgp,https://twitter.com/Yanethcgp,Chavista,Chavista,Chavista
cruzreych,https://twitter.com/cruzreych,Chavista,Chavista,Chavista
CcsConJorge,https://twitter.com/CcsConJorge,Chavista,Chavista,Chavista
Emiliroja,https://twitter.com/Emiliroja,Chavista,Chavista,Chavista
DANIEL_BOLIVARP,https://twitter.com/DANIEL_BOLIVARP,Chavista,Chavista,Chavista
estanislaograci,https://twitter.com/estanislaograci,Chavista,Chavista,Chavista
Santos_R_,https://twitter.com/Santos_R_,Chavista,Chavista,Chavista
fakuston22,https://twitter.com/fakuston22,Chavista,Chavista,Chavista
cirmilAPURE,https://twitter.com/cirmilAPURE,Chavista,Chavista,Chavista
AvilatvSuena,https://twitter.com/AvilatvSuena,Chavista,Chavista,Chavista
JorgeOsorioGran,https://twitter.com/JorgeOsorioGran,Chavista,Chavista,Chavista
zulymolina,https://twitter.com/zulymolina,Chavista,Chavista,Chavista
gatotrueno_u,https://twitter.com/gatotrueno_u,Chavista,Chavista,Chavista
merioconvos,https://twitter.com/merioconvos,Chavista,Chavista,Chavista
Anirak1812,https://twitter.com/Anirak1812,Chavista,Chavista,Chavista
106PDVSAFm,https://twitter.com/106PDVSAFm,Chavista,Chavista,Chavista
coti_antonio,https://twitter.com/coti_antonio,Chavista,Chavista,Chavista
Masquesinforosa,https://twitter.com/Masquesinforosa,Chavista,Chavista,Chavista
batallon51truj,https://twitter.com/batallon51truj,Chavista,Chavista,Chavista
Assad__14,https://twitter.com/Assad__14,Ninguno,Ninguno,Ninguno
lhleons,https://twitter.com/lhleons,Chavista,Chavista,Chavista
DragonRed44,https://twitter.com/DragonRed44,Chavista,Chavista,Chavista
netgcandanga,https://twitter.com/netgcandanga,Chavista,Chavista,Chavista
ani_atagua,https://twitter.com/ani_atagua,Chavista,Chavista,Chavista
rasapasil,https://twitter.com/rasapasil,Chavista,Chavista,Chavista
estrellavRoja,https://twitter.com/estrellavRoja,Chavista,Chavista,Chavista
artillerovalera,https://twitter.com/artillerovalera,Chavista,Chavista,Chavista
PATARUCOKING,https://twitter.com/PATARUCOKING,Chavista,Chavista,Chavista
avaldiviacuba,https://twitter.com/avaldiviacuba,Chavista,Chavista,Chavista
sorainel_c,https://twitter.com/sorainel_c,Chavista,Chavista,Chavista
apontecoronel,https://twitter.com/apontecoronel,Chavista,Chavista,Chavista
wantoncita,https://twitter.com/wantoncita,Chavista,Chavista,Chavista
RSuarez2411,https://twitter.com/RSuarez2411,Chavista,Chavista,Chavista
Debo_Rios,https://twitter.com/Debo_Rios,Chavista,Chavista,Chavista
garciasantiago,https://twitter.com/garciasantiago,Oposición,Oposición,Oposición
MarencoLais,https://twitter.com/MarencoLais,Chavista,Chavista,Chavista
PedroPadrino2,https://twitter.com/PedroPadrino2,Chavista,Chavista,Chavista
chavarriana,https://twitter.com/chavarriana,Chavista,Chavista,Chavista
ceup_zez,https://twitter.com/ceup_zez,Chavista,Chavista,Chavista
ArizZPersonaje,https://twitter.com/ArizZPersonaje,Chavista,Chavista,Chavista
lopesaura NatGeo,https://twitter.com/lopesaura NatGeo,Oposición,Oposición,Oposición
Nuerlis18,https://twitter.com/Nuerlis18,Chavista,Chavista,Chavista
Robinson_Mir,https://twitter.com/Robinson_Mir,Chavista,Chavista,Chavista
Jose_Gonzalez02,https://twitter.com/Jose_Gonzalez02,Chavista,Chavista,Chavista
NOTICHAVISTA4,https://twitter.com/NOTICHAVISTA4,Chavista,Chavista,Chavista
JavierHuertaF,https://twitter.com/JavierHuertaF,Chavista,Chavista,Chavista
CarlosGarzon_1,https://twitter.com/CarlosGarzon_1,Chavista,Chavista,Chavista
Aracelislorenzo,https://twitter.com/Aracelislorenzo,Ninguno,Ninguno,Ninguno
carpezatboedo,https://twitter.com/carpezatboedo,Chavista,Chavista,Chavista
JavierMolinaG,https://twitter.com/JavierMolinaG,Ninguno,Ninguno,Ninguno
MisionRibasCoj,https://twitter.com/MisionRibasCoj,Chavista,Chavista,Chavista
rerm2,https://twitter.com/rerm2,Chavista,Chavista,Chavista
MBF_LasCocuizas,https://twitter.com/MBF_LasCocuizas,Chavista,Chavista,Chavista
CarlosMusicLive,https://twitter.com/CarlosMusicLive,Chavista,Chavista,Chavista
VaillantBeatriz,https://twitter.com/VaillantBeatriz,Chavista,Chavista,Chavista
JR_Anzoategui,https://twitter.com/JR_Anzoategui,Chavista,Chavista,Chavista
saaronos,https://twitter.com/saaronos,Oposición,Oposición,Oposición
BrachoSaid,https://twitter.com/BrachoSaid,Chavista,Chavista,Chavista
danieldediaz,https://twitter.com/danieldediaz,Oposición,Ninguno,Ninguno
GrowUPeople,https://twitter.com/GrowUPeople,Chavista,Chavista,Chavista
rossiekch,https://twitter.com/rossiekch,Chavista,Chavista,Chavista
Alebonda,https://twitter.com/Alebonda,Chavista,Chavista,Chavista
terminalheres,https://twitter.com/terminalheres,Chavista,Chavista,Chavista
ayalarevolucion,https://twitter.com/ayalarevolucion,Chavista,Chavista,Chavista
Mision_Milagro,https://twitter.com/Mision_Milagro,Chavista,Chavista,Chavista
luisolmedoyunko,https://twitter.com/luisolmedoyunko,Chavista,Chavista,Chavista
TachiraProcu,https://twitter.com/TachiraProcu,Chavista,Chavista,Chavista
EsteEsAlejandro,https://twitter.com/EsteEsAlejandro,Oposición,Oposición,Oposición
SaritaLaRavelo,https://twitter.com/SaritaLaRavelo,Oposición,Oposición,Oposición
PsuvPeriodista1,https://twitter.com/PsuvPeriodista1,Chavista,Chavista,Chavista
comunamadre2_0,https://twitter.com/comunamadre2_0,Chavista,Chavista,Chavista
EnLaMiraTeTengo,https://twitter.com/EnLaMiraTeTengo,Chavista,Chavista,Chavista
loloparedes,https://twitter.com/loloparedes,Chavista,Chavista,Chavista
AucaenCayohueso,https://twitter.com/AucaenCayohueso,Chavista,Chavista,Chavista
ADI411CATIA,https://twitter.com/ADI411CATIA,Chavista,Chavista,Chavista
FSULSONA,https://twitter.com/FSULSONA,Ninguno,Ninguno,Ninguno
Abel_xx,https://twitter.com/Abel_xx,Chavista,Chavista,Chavista
procuraduriayar,https://twitter.com/procuraduriayar,Chavista,Chavista,Chavista
benitezluz5221,https://twitter.com/benitezluz5221,Chavista,Chavista,Chavista
andrealowe_,https://twitter.com/andrealowe_,Ninguno,Oposición,Ninguno
UnamujerFalcon,https://twitter.com/UnamujerFalcon,Chavista,Chavista,Chavista
Vhzg15,https://twitter.com/Vhzg15,Chavista,Chavista,Chavista
olcema,https://twitter.com/olcema,Chavista,Chavista,Chavista
combatientes20,https://twitter.com/combatientes20,Chavista,Chavista,Chavista
graberner,https://twitter.com/graberner,Chavista,Chavista,Chavista
Psuv_Lagunillas,https://twitter.com/Psuv_Lagunillas,Chavista,Chavista,Chavista
sortopia,https://twitter.com/sortopia,Chavista,Chavista,Chavista
renebarros89,https://twitter.com/renebarros89,Chavista,Chavista,Chavista
LeonteCarruyo,https://twitter.com/LeonteCarruyo,Chavista,Chavista,Chavista
campesinopatria,https://twitter.com/campesinopatria,Chavista,Chavista,Chavista
AduanaPtocabell,https://twitter.com/AduanaPtocabell,Chavista,Chavista,Chavista
felixcamacaro,https://twitter.com/felixcamacaro,Chavista,Chavista,Chavista
canaloc,https://twitter.com/canaloc,Chavista,Chavista,Chavista
ritchmontilla,https://twitter.com/ritchmontilla,Oposición,Oposición,Oposición
FrankmanuelG,https://twitter.com/FrankmanuelG,Chavista,Chavista,Chavista
irizbel,https://twitter.com/irizbel,Chavista,Chavista,Chavista
PMolavarria,https://twitter.com/PMolavarria,Chavista,Chavista,Chavista
AntonioHerrada1,https://twitter.com/AntonioHerrada1,Chavista,Chavista,Chavista
jrzambranop,https://twitter.com/jrzambranop,Chavista,Chavista,Chavista
PyResisteMadrid,https://twitter.com/PyResisteMadrid,Chavista,Chavista,Chavista
sundde_ve,https://twitter.com/sundde_ve,Chavista,Chavista,Chavista
Atlantico145,https://twitter.com/Atlantico145,Chavista,Chavista,Chavista
DanieloJPSUV,https://twitter.com/DanieloJPSUV,Chavista,Chavista,Chavista
LuisGer705,https://twitter.com/LuisGer705,Chavista,Chavista,Chavista
juako2001,https://twitter.com/juako2001,Chavista,Chavista,Chavista
FloraMendoza,https://twitter.com/FloraMendoza,Chavista,Chavista,Chavista
ottoaaron,https://twitter.com/ottoaaron,Chavista,Chavista,Chavista
hidrollanos1,https://twitter.com/hidrollanos1,Chavista,Chavista,Chavista
CamaradaFuser,https://twitter.com/CamaradaFuser,Chavista,Chavista,Chavista
pinfantea,https://twitter.com/pinfantea,Chavista,Chavista,Chavista
Martinez20Yesi,https://twitter.com/Martinez20Yesi,Ninguno,Ninguno,Ninguno
JJTheBlack03,https://twitter.com/JJTheBlack03,Chavista,Chavista,Chavista
prensaccs_ubv,https://twitter.com/prensaccs_ubv,Chavista,Chavista,Chavista
j14monteto,https://twitter.com/j14monteto,Chavista,Chavista,Chavista
MariaJosParraG2,https://twitter.com/MariaJosParraG2,Chavista,Chavista,Chavista
BlanPatri,https://twitter.com/BlanPatri,Chavista,Chavista,Chavista
FUNDAIMAGEN1,https://twitter.com/FUNDAIMAGEN1,Chavista,Chavista,Chavista
cucugt1,https://twitter.com/cucugt1,Oposición,Oposición,Oposición
meyerjm1,https://twitter.com/meyerjm1,Chavista,Chavista,Chavista
SOY_PROLETARIA,https://twitter.com/SOY_PROLETARIA,Chavista,Chavista,Chavista
IvanDarioDuque,https://twitter.com/IvanDarioDuque,Chavista,Chavista,Chavista
pdibacco,https://twitter.com/pdibacco,Chavista,Chavista,Chavista
JAQUELINLIRA,https://twitter.com/JAQUELINLIRA,Chavista,Chavista,Chavista
JCMAVILA1984,https://twitter.com/JCMAVILA1984,Chavista,Chavista,Chavista
Frankcubarp,https://twitter.com/Frankcubarp,Chavista,Chavista,Chavista
difrancobastida,https://twitter.com/difrancobastida,Chavista,Chavista,Chavista
Integ812,https://twitter.com/Integ812,Chavista,Chavista,Chavista
Yo_Erastria,https://twitter.com/Yo_Erastria,Chavista,Chavista,Chavista
magabynp1,https://twitter.com/magabynp1,Chavista,Chavista,Chavista
ClapCordoba,https://twitter.com/ClapCordoba,Chavista,Chavista,Chavista
enrike301,https://twitter.com/enrike301,Chavista,Chavista,Chavista
earmasVE,https://twitter.com/earmasVE,Chavista,Chavista,Chavista
RAQUELSARAI17,https://twitter.com/RAQUELSARAI17,Chavista,Chavista,Chavista
EmbaCubaNorueg,https://twitter.com/EmbaCubaNorueg,Chavista,Chavista,Chavista
DEIRCHER,https://twitter.com/DEIRCHER,Chavista,Chavista,Chavista
BettyRivas1956,https://twitter.com/BettyRivas1956,Chavista,Chavista,Chavista
rubencorredor,https://twitter.com/rubencorredor,Chavista,Chavista,Chavista
Alcaldia_Sucre,https://twitter.com/Alcaldia_Sucre,Chavista,Chavista,Chavista
LJRodriguezR,https://twitter.com/LJRodriguezR,Oposición,Oposición,Oposición
explosivayclara,https://twitter.com/explosivayclara,Chavista,Chavista,Chavista
YennyAponte10,https://twitter.com/YennyAponte10,Chavista,Chavista,Chavista
esnaya,https://twitter.com/esnaya,Ninguno,Oposición,Ninguno
AJVD2815,https://twitter.com/AJVD2815,Oposición,Oposición,Oposición
ALCIDESCORRALES,https://twitter.com/ALCIDESCORRALES,Chavista,Chavista,Chavista
La_beba41184,https://twitter.com/La_beba41184,Chavista,Chavista,Chavista
florsalum,https://twitter.com/florsalum,Ninguno,Ninguno,Ninguno
YusbeilyM,https://twitter.com/YusbeilyM,Chavista,Chavista,Chavista
ClapCamoruco2,https://twitter.com/ClapCamoruco2,Chavista,Chavista,Chavista
espinarosa0,https://twitter.com/espinarosa0,Chavista,Chavista,Chavista
AdrianaFontan20,https://twitter.com/AdrianaFontan20,Chavista,Chavista,Chavista
cheoguevara50,https://twitter.com/cheoguevara50,Oposición,Oposición,Oposición
vientosdelsur70,https://twitter.com/vientosdelsur70,Chavista,Chavista,Chavista
JCMEZA81,https://twitter.com/JCMEZA81,Ninguno,Chavista,Ninguno
clapradiovalle,https://twitter.com/clapradiovalle,Chavista,Chavista,Chavista
jimmyfranck1,https://twitter.com/jimmyfranck1,Chavista,Chavista,Chavista
el_rubio61,https://twitter.com/el_rubio61,Chavista,Chavista,Chavista
TJ0taG,https://twitter.com/TJ0taG,Oposición,Oposición,Oposición
chicoritoortiz,https://twitter.com/chicoritoortiz,Chavista,Chavista,Chavista
YudmiraGuevara,https://twitter.com/YudmiraGuevara,Chavista,Chavista,Chavista
mortefortiores,https://twitter.com/mortefortiores,Oposición,Oposición,Oposición
bernardamujika,https://twitter.com/bernardamujika,Chavista,Chavista,Chavista
YinetteGm,https://twitter.com/YinetteGm,Chavista,Chavista,Chavista
Strellarojacr,https://twitter.com/Strellarojacr,Chavista,Chavista,Chavista
Simon_A_Wood,https://twitter.com/Simon_A_Wood,Ninguno,Ninguno,Ninguno
peralesjj11,https://twitter.com/peralesjj11,Chavista,Chavista,Chavista
Angelica_Viera,https://twitter.com/Angelica_Viera,Chavista,Chavista,Chavista
APampliega,https://twitter.com/APampliega,Ninguno,Ninguno,Ninguno
SGGBOLIVAR,https://twitter.com/SGGBOLIVAR,Chavista,Chavista,Chavista
alberto_vzla200,https://twitter.com/alberto_vzla200,Chavista,Chavista,Chavista
prensafmp,https://twitter.com/prensafmp,Chavista,Chavista,Chavista
BSNPSUV,https://twitter.com/BSNPSUV,Chavista,Chavista,Chavista
tirinban,https://twitter.com/tirinban,Chavista,Chavista,Chavista
javh78,https://twitter.com/javh78,Chavista,Chavista,Chavista
angelaalida,https://twitter.com/angelaalida,Chavista,Chavista,Chavista
Jacksenita,https://twitter.com/Jacksenita,Chavista,Chavista,Chavista
AnzSalta,https://twitter.com/AnzSalta,Chavista,Chavista,Chavista
ESPCQuibor,https://twitter.com/ESPCQuibor,Chavista,Chavista,Chavista
JGMPCHE,https://twitter.com/JGMPCHE,Chavista,Chavista,Chavista
SantiagoArde,https://twitter.com/SantiagoArde,Chavista,Chavista,Chavista
NicolasArambulo,https://twitter.com/NicolasArambulo,Oposición,Oposición,Oposición
Skatenny,https://twitter.com/Skatenny,Chavista,Oposición,Chavista
HarryPerezG,https://twitter.com/HarryPerezG,Chavista,Chavista,Chavista
abel_RPerez,https://twitter.com/abel_RPerez,Chavista,Chavista,Chavista
revolucionmarin,https://twitter.com/revolucionmarin,Chavista,Chavista,Chavista
josefede10,https://twitter.com/josefede10,Chavista,Chavista,Chavista
GNB_ZuliaD119,https://twitter.com/GNB_ZuliaD119,Chavista,Chavista,Chavista
cosimare,https://twitter.com/cosimare,Oposición,Oposición,Oposición
MairimRuiz,https://twitter.com/MairimRuiz,Chavista,Chavista,Chavista
SaIaZESucre,https://twitter.com/SaIaZESucre,Chavista,Chavista,Chavista
chavezvive_vive,https://twitter.com/chavezvive_vive,Chavista,Chavista,Chavista
Mayesocialista,https://twitter.com/Mayesocialista,Chavista,Chavista,Chavista
_maryrondons,https://twitter.com/_maryrondons,Chavista,Chavista,Chavista
ROBERTOCHAVEZFU,https://twitter.com/ROBERTOCHAVEZFU,Chavista,Chavista,Chavista
SAREN_FA329,https://twitter.com/SAREN_FA329,Chavista,Chavista,Chavista
RegPub432,https://twitter.com/RegPub432,Chavista,Chavista,Chavista
PamelaValdezG2,https://twitter.com/PamelaValdezG2,Chavista,Chavista,Chavista
Infooyorks,https://twitter.com/Infooyorks,Chavista,Chavista,Chavista
SIxCUBA,https://twitter.com/SIxCUBA,Chavista,Chavista,Chavista
jcm19831,https://twitter.com/jcm19831,Chavista,Chavista,Chavista
ejavierds,https://twitter.com/ejavierds,Chavista,Chavista,Chavista
ElizaidaLucena,https://twitter.com/ElizaidaLucena,Chavista,Chavista,Chavista
CandangueraR,https://twitter.com/CandangueraR,Chavista,Chavista,Chavista
Lordess_PsUV,https://twitter.com/Lordess_PsUV,Chavista,Chavista,Chavista
minestorres,https://twitter.com/minestorres,Chavista,Chavista,Chavista
reyarmasve,https://twitter.com/reyarmasve,Chavista,Chavista,Chavista
jcrquiroga,https://twitter.com/jcrquiroga,Chavista,Chavista,Chavista
angelojuventud,https://twitter.com/angelojuventud,Chavista,Chavista,Chavista
LaVerdadCandela,https://twitter.com/LaVerdadCandela,Chavista,Chavista,Chavista
Vivianclaros,https://twitter.com/Vivianclaros,Ninguno,Chavista,Ninguno
yoaxypalma,https://twitter.com/yoaxypalma,Chavista,Chavista,Chavista
elzamuro55,https://twitter.com/elzamuro55,Oposición,Oposición,Oposición
FidelidadACuba,https://twitter.com/FidelidadACuba,Chavista,Chavista,Chavista
elarivas5,https://twitter.com/elarivas5,Chavista,Chavista,Chavista
Minhvi_GestionS,https://twitter.com/Minhvi_GestionS,Chavista,Chavista,Chavista
gasyaracuy,https://twitter.com/gasyaracuy,Chavista,Chavista,Chavista
LeonardoDGrosso,https://twitter.com/LeonardoDGrosso,Chavista,Chavista,Chavista
DaicisLpez,https://twitter.com/DaicisLpez,Chavista,Chavista,Chavista
Treph171,https://twitter.com/Treph171,Chavista,Chavista,Chavista
gustavoriveroc,https://twitter.com/gustavoriveroc,Chavista,Chavista,Chavista
liliboss,https://twitter.com/liliboss,Chavista,Chavista,Chavista
JovenDelBarrio,https://twitter.com/JovenDelBarrio,Chavista,Chavista,Chavista
mevenmerida,https://twitter.com/mevenmerida,Chavista,Chavista,Chavista
Luwin2525,https://twitter.com/Luwin2525,Chavista,Chavista,Chavista
japo_jesus,https://twitter.com/japo_jesus,Chavista,Chavista,Chavista
Mppc_Aragua,https://twitter.com/Mppc_Aragua,Chavista,Chavista,Chavista
AlfrenidePalma,https://twitter.com/AlfrenidePalma,Chavista,Chavista,Chavista
GuaricoTV,https://twitter.com/GuaricoTV,Chavista,Chavista,Chavista
alejandradc221,https://twitter.com/alejandradc221,Chavista,Chavista,Chavista
olga_eze,https://twitter.com/olga_eze,Chavista,Chavista,Chavista
alasojo,https://twitter.com/alasojo,Chavista,Chavista,Chavista
KARLAPSUV,https://twitter.com/KARLAPSUV,Chavista,Chavista,Chavista
geibith,https://twitter.com/geibith,Ninguno,Ninguno,Ninguno
pastaycaraota,https://twitter.com/pastaycaraota,Chavista,Chavista,Chavista
Guillermomes1,https://twitter.com/Guillermomes1,Chavista,Chavista,Chavista
JuvBASGuanipa,https://twitter.com/JuvBASGuanipa,Chavista,Chavista,Chavista
RaulTweet,https://twitter.com/RaulTweet,Oposición,Oposición,Oposición
Aristobulo_Psuv,https://twitter.com/Aristobulo_Psuv,Chavista,Chavista,Chavista
UdeLaHabana,https://twitter.com/UdeLaHabana,Chavista,Chavista,Chavista
CamacaroMa,https://twitter.com/CamacaroMa,Chavista,Chavista,Chavista
charod858,https://twitter.com/charod858,Chavista,Chavista,Chavista
monica0392,https://twitter.com/monica0392,Ninguno,Ninguno,Ninguno
Funda_fertil,https://twitter.com/Funda_fertil,Chavista,Chavista,Chavista
paty12pa,https://twitter.com/paty12pa,Oposición,Oposición,Oposición
GMHP_IRIBARREN,https://twitter.com/GMHP_IRIBARREN,Chavista,Chavista,Chavista
librevidavzla,https://twitter.com/librevidavzla,Oposición,Oposición,Oposición
yelitzap11,https://twitter.com/yelitzap11,Chavista,Chavista,Chavista
SergioEnDirecto,https://twitter.com/SergioEnDirecto,Chavista,Chavista,Chavista
Degouveiajose28,https://twitter.com/Degouveiajose28,Chavista,Chavista,Chavista
AnaGPinto1,https://twitter.com/AnaGPinto1,Chavista,Chavista,Chavista
fjmartinez15,https://twitter.com/fjmartinez15,Chavista,Chavista,Chavista
anabelmandinga,https://twitter.com/anabelmandinga,Chavista,Chavista,Chavista
victor35rodri,https://twitter.com/victor35rodri,Chavista,Chavista,Chavista
minhvi_plan,https://twitter.com/minhvi_plan,Chavista,Chavista,Chavista
pedromateran,https://twitter.com/pedromateran,Oposición,Oposición,Oposición
ASBLaTrinidad,https://twitter.com/ASBLaTrinidad,Chavista,Chavista,Chavista
Inforrreal,https://twitter.com/Inforrreal,Chavista,Chavista,Chavista
dlinaresv,https://twitter.com/dlinaresv,Chavista,Chavista,Chavista
celiacubana2017,https://twitter.com/celiacubana2017,Chavista,Chavista,Chavista
abrilviaggio,https://twitter.com/abrilviaggio,Ninguno,Ninguno,Ninguno
alonzogarcia33,https://twitter.com/alonzogarcia33,Chavista,Chavista,Chavista
ficguiria2017,https://twitter.com/ficguiria2017,Chavista,Chavista,Chavista
TonyBLancoMusic,https://twitter.com/TonyBLancoMusic,Ninguno,Chavista,Ninguno
frutosj,https://twitter.com/frutosj,Chavista,Chavista,Chavista
RadioMetroCuba,https://twitter.com/RadioMetroCuba,Chavista,Chavista,Chavista
lamulatik,https://twitter.com/lamulatik,Chavista,Chavista,Chavista
FrnsEdobolivar,https://twitter.com/FrnsEdobolivar,Chavista,Chavista,Chavista
OMonimar,https://twitter.com/OMonimar,Chavista,Chavista,Chavista
GuilleAlbert,https://twitter.com/GuilleAlbert,Chavista,Chavista,Chavista
AB_DINF,https://twitter.com/AB_DINF,Chavista,Chavista,Chavista
Seba_JimenezOK,https://twitter.com/Seba_JimenezOK,Chavista,Chavista,Chavista
MovimientoCTS,https://twitter.com/MovimientoCTS,Chavista,Chavista,Chavista
ktPSUV,https://twitter.com/ktPSUV,Chavista,Chavista,Chavista
fabiancanos14,https://twitter.com/fabiancanos14,Ninguno,Ninguno,Ninguno
EmilioBaezG,https://twitter.com/EmilioBaezG,Ninguno,Ninguno,Ninguno
SindicoCaracas,https://twitter.com/SindicoCaracas,Chavista,Chavista,Chavista
luiss92m,https://twitter.com/luiss92m,Chavista,Chavista,Chavista
1CHAVISTARAGUA,https://twitter.com/1CHAVISTARAGUA,Chavista,Chavista,Chavista
SegoviaGilberto,https://twitter.com/SegoviaGilberto,Chavista,Chavista,Chavista
erickdjuventud,https://twitter.com/erickdjuventud,Chavista,Chavista,Chavista
UbVallese,https://twitter.com/UbVallese,Chavista,Chavista,Chavista
rodrigozpsuv,https://twitter.com/rodrigozpsuv,Chavista,Chavista,Chavista
golondrona84,https://twitter.com/golondrona84,Chavista,Chavista,Chavista
carlosluisclaa,https://twitter.com/carlosluisclaa,Chavista,Chavista,Chavista
angeliriarte7,https://twitter.com/angeliriarte7,Chavista,Chavista,Chavista
OrienteMRT,https://twitter.com/OrienteMRT,Chavista,Chavista,Chavista
Antiguarimbeo,https://twitter.com/Antiguarimbeo,Chavista,Chavista,Chavista
ceriuo,https://twitter.com/ceriuo,Ninguno,Chavista,Chavista
l_indro,https://twitter.com/l_indro,Ninguno,Ninguno,Ninguno
jotapete,https://twitter.com/jotapete,Chavista,Chavista,Chavista
anamaldonadosoy,https://twitter.com/anamaldonadosoy,Chavista,Chavista,Chavista
yosmarrebelde,https://twitter.com/yosmarrebelde,Chavista,Chavista,Chavista
1936Carlos,https://twitter.com/1936Carlos,Chavista,Chavista,Chavista
nicodanz,https://twitter.com/nicodanz,Chavista,Chavista,Chavista
gerargonzalez,https://twitter.com/gerargonzalez,Chavista,Chavista,Chavista
rocksur89,https://twitter.com/rocksur89,Chavista,Chavista,Chavista
Historiaexpres,https://twitter.com/Historiaexpres,Chavista,Chavista,Chavista
milelapatria,https://twitter.com/milelapatria,Chavista,Chavista,Chavista
gemelasramone,https://twitter.com/gemelasramone,Ninguno,Ninguno,Ninguno
jpcalsur,https://twitter.com/jpcalsur,Chavista,Chavista,Chavista
WilfredoDavid,https://twitter.com/WilfredoDavid,Chavista,Chavista,Chavista
Delamanounidos,https://twitter.com/Delamanounidos,Chavista,Chavista,Chavista
ESINSEPSA,https://twitter.com/ESINSEPSA,Chavista,Chavista,Chavista
hostilio00,https://twitter.com/hostilio00,Ninguno,Chavista,Ninguno
RafaelVel3,https://twitter.com/RafaelVel3,Chavista,Chavista,Chavista
cartiaga01,https://twitter.com/cartiaga01,Chavista,Chavista,Chavista
juclos2001,https://twitter.com/juclos2001,Chavista,Chavista,Chavista
brendesma,https://twitter.com/brendesma,Ninguno,Ninguno,Ninguno
lamariabrava,https://twitter.com/lamariabrava,Chavista,Chavista,Chavista
toyola,https://twitter.com/toyola,Chavista,Chavista,Chavista
virginiaking13,https://twitter.com/virginiaking13,Chavista,Chavista,Chavista
Ander_duran,https://twitter.com/Ander_duran,Chavista,Chavista,Chavista
Miranda2021,https://twitter.com/Miranda2021,Chavista,Chavista,Chavista
JohnnyLopezJ,https://twitter.com/JohnnyLopezJ,Chavista,Chavista,Chavista
andcar_diana,https://twitter.com/andcar_diana,Chavista,Chavista,Chavista
Alfa2xx3,https://twitter.com/Alfa2xx3,Chavista,Chavista,Chavista
Yanesky,https://twitter.com/Yanesky,Chavista,Chavista,Chavista
WPB_VZLA,https://twitter.com/WPB_VZLA,Chavista,Chavista,Chavista
PatriciaParra04,https://twitter.com/PatriciaParra04,Chavista,Chavista,Chavista
AlfonsoZ28,https://twitter.com/AlfonsoZ28,Ninguno,Oposición,Ninguno
jorgeluisdiazg,https://twitter.com/jorgeluisdiazg,Chavista,Chavista,Chavista
TuhirElAbad,https://twitter.com/TuhirElAbad,Chavista,Chavista,Chavista
alejandrovila,https://twitter.com/alejandrovila,Chavista,Chavista,Chavista
eduar_margarito,https://twitter.com/eduar_margarito,Chavista,Chavista,Chavista
MaDanielaR,https://twitter.com/MaDanielaR,Chavista,Chavista,Chavista
Luis_Edelman,https://twitter.com/Luis_Edelman,Chavista,Chavista,Chavista
ESTEFANYZERPA,https://twitter.com/ESTEFANYZERPA,Chavista,Chavista,Chavista
YoSoyTaecjaa,https://twitter.com/YoSoyTaecjaa,Chavista,Chavista,Chavista
INCESLARA,https://twitter.com/INCESLARA,Chavista,Chavista,Chavista
Consulvenest,https://twitter.com/Consulvenest,Chavista,Chavista,Chavista
EmbajadaVzlaTT,https://twitter.com/EmbajadaVzlaTT,Chavista,Chavista,Chavista
